transaction_id,quarter,region,product_line,units_sold,unit_price,gross_revenue,cogs,operating_expense,net_margin
CA-2016-159940,2016-Q3,Central,Furniture,2,126.68,253.37,187.5,80.35,-14.48
CA-2017-119669,2017-Q1,South,Office Supplies,3,1.89,5.67,3.89,1.67,0.11
US-2014-164616,2014-Q3,East,Office Supplies,4,19.2,76.78,94.95,40.69,-58.86
US-2014-164616,2014-Q3,East,Office Supplies,2,4.59,9.18,5.62,2.41,1.15
CA-2015-148628,2015-Q4,West,Office Supplies,5,6.55,32.75,12.38,5.31,15.06
CA-2016-118052,2016-Q2,East,Office Supplies,2,3.61,7.22,3.86,1.65,1.71
CA-2016-118052,2016-Q2,East,Office Supplies,2,24.78,49.57,23.86,10.22,15.49
CA-2016-118052,2016-Q2,East,Furniture,7,7.82,54.71,30.16,12.92,11.63
US-2017-117534,2017-Q1,West,Office Supplies,4,44.01,176.04,91.19,39.08,45.77
US-2017-117534,2017-Q1,West,Office Supplies,9,1.78,16.02,8.07,3.46,4.49
US-2017-117534,2017-Q1,West,Office Supplies,4,46.48,185.92,86.22,36.95,62.75
US-2017-117534,2017-Q1,West,Technology,4,52.79,211.17,136.73,58.6,15.84
US-2017-117534,2017-Q1,West,Technology,2,239.99,479.98,293.99,125.99,60.0
CA-2015-145065,2015-Q4,West,Office Supplies,2,3.93,7.86,2.97,1.27,3.62
CA-2015-145065,2015-Q4,West,Office Supplies,2,12.22,24.45,10.91,4.68,8.86
US-2015-127040,2015-Q4,East,Office Supplies,1,6.48,6.48,2.36,1.01,3.11
US-2015-127040,2015-Q4,East,Office Supplies,7,5.98,41.86,14.94,6.41,20.51
US-2015-127040,2015-Q4,East,Technology,9,179.99,1619.91,1065.9,456.82,97.19
US-2015-127040,2015-Q4,East,Furniture,4,28.48,113.92,50.24,21.53,42.15
CA-2016-128111,2016-Q1,East,Office Supplies,2,19.84,39.68,20.55,8.81,10.32
CA-2015-137897,2015-Q4,East,Technology,2,18.8,37.6,24.74,10.6,2.26
CA-2015-137897,2015-Q4,East,Technology,2,29.95,59.9,25.16,10.78,23.96
CA-2015-137897,2015-Q4,East,Office Supplies,5,7.4,37.0,14.24,6.11,16.65
CA-2017-169264,2017-Q3,West,Office Supplies,2,2.88,5.76,2.06,0.88,2.82
CA-2017-169264,2017-Q3,West,Office Supplies,6,2.78,16.68,8.64,3.7,4.34
CA-2017-147361,2017-Q3,South,Office Supplies,7,89.83,628.81,431.36,184.87,12.58
CA-2017-147361,2017-Q3,South,Office Supplies,5,11.29,56.45,29.24,12.53,14.68
CA-2017-145877,2017-Q2,Central,Office Supplies,6,15.7,94.2,49.45,21.2,23.55
CA-2017-145877,2017-Q2,Central,Office Supplies,5,5.68,28.4,10.53,4.52,13.35
US-2016-110170,2016-Q3,Central,Furniture,7,136.67,956.66,827.23,354.53,-225.1
CA-2017-108574,2017-Q4,West,Technology,9,123.99,1115.91,640.53,274.52,200.86
CA-2017-108574,2017-Q4,West,Technology,7,18.39,128.74,110.4,47.31,-28.97
CA-2017-108574,2017-Q4,West,Technology,10,7.99,79.92,37.06,15.89,26.97
CA-2017-144589,2017-Q1,West,Office Supplies,5,4.84,24.2,11.35,4.86,7.99
CA-2017-144589,2017-Q1,West,Technology,3,119.99,359.98,160.64,68.85,130.49
CA-2017-155985,2017-Q1,West,Furniture,8,26.48,211.84,94.91,40.67,76.26
CA-2014-162684,2014-Q3,East,Office Supplies,2,2.84,5.68,2.63,1.13,1.92
CA-2015-142041,2015-Q2,West,Office Supplies,5,1.5,7.52,3.42,1.47,2.63
CA-2014-151295,2014-Q4,West,Office Supplies,2,5.98,11.96,4.27,1.83,5.86
CA-2014-151295,2014-Q4,West,Furniture,3,209.69,629.06,418.33,179.28,31.45
CA-2016-156300,2016-Q4,Central,Furniture,5,150.89,754.45,485.86,208.23,60.36
CA-2015-146087,2015-Q3,East,Furniture,2,150.98,301.96,169.1,72.47,60.39
CA-2017-168655,2017-Q4,West,Technology,5,119.0,595.0,349.86,149.94,95.2
CA-2017-168655,2017-Q4,West,Office Supplies,3,26.62,79.87,34.94,14.98,29.95
CA-2016-107202,2016-Q2,West,Technology,10,239.64,2396.4,1551.67,665.0,179.73
CA-2017-159597,2017-Q4,West,Office Supplies,2,31.78,63.56,42.27,18.11,3.18
CA-2017-159597,2017-Q4,West,Technology,1,99.99,99.99,39.19,16.8,44.0
CA-2016-155551,2016-Q2,Central,Office Supplies,3,76.79,230.38,195.53,83.8,-48.95
CA-2016-155551,2016-Q2,Central,Office Supplies,2,4.83,9.66,4.48,1.92,3.26
US-2017-147669,2017-Q4,East,Technology,7,22.7,158.93,82.05,35.16,41.72
US-2017-147669,2017-Q4,East,Office Supplies,1,13.02,13.02,16.41,7.03,-10.42
US-2017-147669,2017-Q4,East,Furniture,2,136.53,273.06,264.41,113.32,-104.67
US-2017-147669,2017-Q4,East,Office Supplies,13,3.02,39.31,18.57,7.96,12.78
CA-2016-169922,2016-Q2,Central,Office Supplies,4,0.34,1.34,2.44,1.05,-2.15
CA-2016-169922,2016-Q2,Central,Office Supplies,4,2.07,8.27,15.34,6.58,-13.65
CA-2016-169922,2016-Q2,Central,Furniture,7,1.79,12.54,15.14,6.49,-9.09
CA-2017-100748,2017-Q2,West,Office Supplies,8,7.31,58.48,21.69,9.3,27.49
CA-2017-129805,2017-Q4,West,Furniture,2,3.7,7.4,3.06,1.31,3.03
CA-2014-148586,2014-Q1,East,Furniture,7,52.4,366.79,211.11,90.47,65.21
US-2017-112613,2017-Q2,Central,Technology,4,13.59,54.37,35.2,15.09,4.08
CA-2015-154746,2015-Q4,South,Office Supplies,2,16.98,33.96,11.89,5.09,16.98
CA-2015-154746,2015-Q4,South,Office Supplies,3,275.37,826.11,352.75,151.18,322.18
CA-2017-140053,2017-Q3,West,Furniture,9,60.65,545.85,301.85,129.37,114.63
CA-2014-164210,2014-Q4,West,Furniture,2,72.99,145.98,171.67,73.58,-99.27
CA-2014-164210,2014-Q4,West,Office Supplies,4,8.95,35.81,16.3,6.98,12.53
CA-2017-139948,2017-Q3,South,Furniture,2,3.95,7.9,4.01,1.72,2.17
CA-2016-146934,2016-Q2,East,Technology,5,69.0,345.0,181.12,77.63,86.25
CA-2016-146934,2016-Q2,East,Furniture,2,87.14,174.29,135.95,58.26,-19.92
CA-2016-146934,2016-Q2,East,Office Supplies,4,165.71,662.84,343.35,147.15,172.34
CA-2016-146934,2016-Q2,East,Technology,5,19.02,95.1,45.27,19.4,30.43
CA-2016-146934,2016-Q2,East,Office Supplies,6,4.48,26.88,9.79,4.19,12.9
CA-2016-146934,2016-Q2,East,Technology,2,128.99,257.98,128.22,54.95,74.81
CA-2015-100573,2015-Q3,West,Office Supplies,2,8.74,17.48,6.48,2.78,8.22
CA-2016-119165,2016-Q4,East,Furniture,5,98.57,492.84,354.84,152.08,-14.08
CA-2015-128027,2015-Q3,South,Office Supplies,3,89.83,269.49,184.87,79.23,5.39
CA-2016-140207,2016-Q4,West,Office Supplies,5,5.82,29.12,13.5,5.79,9.83
CA-2017-140949,2017-Q1,East,Office Supplies,5,3.75,18.75,6.82,2.93,9.0
CA-2017-140949,2017-Q1,East,Technology,6,19.95,119.7,62.01,26.57,31.12
CA-2017-140949,2017-Q1,East,Office Supplies,3,3.05,9.14,4.24,1.81,3.09
CA-2017-140949,2017-Q1,East,Technology,3,19.02,57.06,27.16,11.64,18.26
CA-2017-140949,2017-Q1,East,Technology,8,8.95,71.6,40.6,17.4,13.6
CA-2017-140949,2017-Q1,East,Office Supplies,8,13.43,107.44,55.66,23.85,27.93
CA-2017-140949,2017-Q1,East,Office Supplies,1,7.31,7.31,2.71,1.16,3.44
CA-2017-140949,2017-Q1,East,Office Supplies,6,9.85,59.1,25.65,10.99,22.46
CA-2017-140949,2017-Q1,East,Office Supplies,3,15.51,46.53,24.1,10.33,12.1
CA-2017-138548,2017-Q3,East,Office Supplies,2,48.92,97.84,50.68,21.72,25.44
CA-2015-142419,2015-Q3,West,Office Supplies,3,9.99,29.97,11.54,4.94,13.49
CA-2015-142419,2015-Q3,West,Office Supplies,3,32.78,98.35,44.75,19.18,34.42
CA-2017-148691,2017-Q4,East,Office Supplies,5,16.78,83.92,38.18,16.37,29.37
CA-2017-148691,2017-Q4,East,Office Supplies,2,7.31,14.62,6.65,2.85,5.12
CA-2017-148691,2017-Q4,East,Technology,1,136.99,136.99,70.0,30.0,36.99
CA-2017-148691,2017-Q4,East,Office Supplies,1,3.15,3.15,1.15,0.49,1.51
CA-2017-128755,2017-Q2,South,Office Supplies,1,9.11,9.11,3.51,1.5,4.1
CA-2017-128755,2017-Q2,South,Office Supplies,4,142.86,571.44,284.0,121.72,165.72
CA-2017-128755,2017-Q2,South,Office Supplies,5,6.48,32.4,11.79,5.06,15.55
CA-2017-128755,2017-Q2,South,Office Supplies,1,16.91,16.91,8.64,3.7,4.57
US-2016-135923,2016-Q1,South,Furniture,8,1.78,14.27,6.99,3.0,4.28
US-2016-135923,2016-Q1,South,Furniture,4,112.78,451.14,363.17,155.64,-67.67
US-2016-135923,2016-Q1,South,Office Supplies,4,16.22,64.86,40.86,17.51,6.49
CA-2016-114972,2016-Q4,West,Furniture,2,108.79,217.58,173.25,74.25,-29.92
CA-2016-114972,2016-Q4,West,Technology,5,16.59,82.95,37.74,16.18,29.03
CA-2016-114972,2016-Q4,West,Office Supplies,7,12.53,87.71,32.54,13.95,41.22
CA-2016-114972,2016-Q4,West,Office Supplies,4,275.37,1101.48,470.33,201.57,429.58
CA-2017-102750,2017-Q3,West,Furniture,3,440.78,1322.35,995.07,426.46,-99.18
CA-2014-145212,2014-Q3,East,Office Supplies,3,1.82,5.46,2.79,1.2,1.47
CA-2017-141992,2017-Q2,Central,Office Supplies,1,11.18,11.18,7.24,3.1,0.84
CA-2017-141992,2017-Q2,Central,Office Supplies,2,76.79,153.58,130.35,55.87,-32.64
CA-2017-147956,2017-Q4,West,Office Supplies,6,167.27,1003.62,702.53,301.09,0.0
CA-2017-126067,2017-Q3,West,Technology,4,8.79,35.17,16.62,7.12,11.43
CA-2017-126067,2017-Q3,West,Furniture,5,227.55,1137.75,621.22,266.23,250.3
CA-2017-126067,2017-Q3,West,Office Supplies,5,19.94,99.68,47.1,20.18,32.4
CA-2017-126067,2017-Q3,West,Office Supplies,2,2.78,5.56,2.88,1.23,1.45
CA-2015-104514,2015-Q1,East,Office Supplies,2,42.76,85.52,44.3,18.98,22.24
CA-2015-104514,2015-Q1,East,Office Supplies,3,3.28,9.84,5.03,2.15,2.66
CA-2015-104514,2015-Q1,East,Office Supplies,3,6.68,20.04,7.29,3.13,9.62
CA-2015-141040,2015-Q4,East,Technology,4,157.99,631.96,230.03,98.59,303.34
CA-2015-141040,2015-Q4,East,Office Supplies,4,5.98,23.92,9.21,3.95,10.76
CA-2014-113579,2014-Q4,West,Office Supplies,6,15.04,90.24,34.11,14.62,41.51
CA-2014-144624,2014-Q4,East,Technology,7,649.83,4548.81,2324.44,996.19,1228.18
CA-2016-146206,2016-Q3,Central,Furniture,5,60.19,300.93,234.72,100.6,-34.39
CA-2016-146206,2016-Q3,Central,Technology,5,143.99,719.96,466.17,199.79,54.0
CA-2014-136644,2014-Q2,Central,Furniture,8,80.98,647.84,430.81,184.64,32.39
CA-2015-122371,2015-Q3,West,Office Supplies,3,21.39,64.17,31.89,13.67,18.61
CA-2015-122371,2015-Q3,West,Office Supplies,2,62.23,124.46,46.17,19.79,58.5
CA-2016-126935,2016-Q2,West,Office Supplies,1,9.58,9.58,4.36,1.87,3.35
US-2017-133781,2017-Q2,South,Office Supplies,3,12.54,37.61,17.44,7.48,12.69
CA-2017-131618,2017-Q2,Central,Office Supplies,2,6.11,12.22,5.45,2.34,4.43
CA-2017-131618,2017-Q2,Central,Office Supplies,4,0.57,2.3,4.11,1.76,-3.57
CA-2017-131618,2017-Q2,Central,Office Supplies,4,2.34,9.36,18.02,7.72,-16.38
CA-2016-149482,2016-Q4,West,Office Supplies,2,3.69,7.38,2.74,1.17,3.47
CA-2014-143917,2014-Q3,West,Office Supplies,4,13.43,53.72,27.08,11.6,15.04
CA-2014-143917,2014-Q3,West,Office Supplies,5,1637.53,8187.65,5502.1,2358.04,327.51
CA-2014-143917,2014-Q3,West,Furniture,8,9.74,77.92,30.55,13.09,34.28
CA-2015-120397,2015-Q3,Central,Office Supplies,4,8.2,32.78,82.61,35.41,-85.24
CA-2017-163902,2017-Q1,West,Technology,3,65.59,196.78,127.41,54.61,14.76
CA-2017-163902,2017-Q1,West,Technology,6,79.99,479.94,299.0,128.15,52.79
CA-2016-136812,2016-Q4,Central,Office Supplies,4,279.48,1117.92,743.41,318.61,55.9
CA-2015-102722,2015-Q2,South,Technology,6,17.75,106.5,45.47,19.49,41.54
CA-2017-155089,2017-Q4,South,Office Supplies,5,9.13,45.66,55.4,23.74,-33.48
CA-2016-124506,2016-Q4,Central,Technology,4,23.99,95.97,66.34,28.43,1.2
CA-2016-124506,2016-Q4,Central,Furniture,2,24.0,47.99,35.04,15.01,-2.06
CA-2014-106572,2014-Q3,East,Office Supplies,2,132.16,264.32,171.15,73.35,19.82
CA-2014-128888,2014-Q4,Central,Office Supplies,9,67.18,604.66,280.41,120.18,204.07
CA-2017-123134,2017-Q2,East,Furniture,3,43.31,129.93,81.86,35.08,12.99
CA-2016-124352,2016-Q4,Central,Office Supplies,7,2.88,20.16,7.2,3.08,9.88
CA-2016-124352,2016-Q4,Central,Office Supplies,6,4.91,29.46,10.51,4.51,14.44
CA-2016-124352,2016-Q4,Central,Office Supplies,3,289.53,868.59,431.69,185.01,251.89
CA-2016-124352,2016-Q4,Central,Office Supplies,2,6.48,12.96,4.72,2.02,6.22
CA-2016-124352,2016-Q4,Central,Technology,1,5.5,5.5,2.88,1.24,1.38
CA-2016-124352,2016-Q4,Central,Office Supplies,4,30.4,121.6,45.96,19.7,55.94
CA-2015-124541,2015-Q2,Central,Office Supplies,9,4.67,42.05,25.75,11.04,5.26
CA-2015-124541,2015-Q2,Central,Technology,2,12.74,25.49,14.72,6.31,4.46
CA-2015-124541,2015-Q2,Central,Office Supplies,3,2.3,6.9,13.29,5.69,-12.08
CA-2015-124541,2015-Q2,Central,Office Supplies,6,1.61,9.65,18.57,7.96,-16.88
CA-2015-124541,2015-Q2,Central,Office Supplies,2,3.98,7.97,3.56,1.52,2.89
CA-2014-108707,2014-Q4,South,Office Supplies,2,5.18,10.37,4.72,2.02,3.63
CA-2014-111500,2014-Q3,South,Office Supplies,5,22.84,114.2,43.17,18.5,52.53
CA-2014-111500,2014-Q3,South,Office Supplies,4,4.49,17.96,6.79,2.91,8.26
CA-2014-111500,2014-Q3,South,Office Supplies,7,1.81,12.67,5.68,2.43,4.56
CA-2014-111500,2014-Q3,South,Technology,4,84.99,339.96,152.3,65.27,122.39
US-2017-117723,2017-Q3,East,Office Supplies,6,300.27,1801.63,1497.61,641.83,-337.81
CA-2015-143238,2015-Q3,West,Technology,4,11.58,46.32,19.78,8.48,18.06
CA-2015-168746,2015-Q1,East,Furniture,2,91.0,181.99,165.61,70.98,-54.6
CA-2015-168746,2015-Q1,East,Technology,4,108.0,431.98,372.94,159.83,-100.79
CA-2015-168746,2015-Q1,East,Technology,1,155.37,155.37,134.13,57.49,-36.25
CA-2015-113404,2015-Q3,West,Furniture,6,224.78,1348.7,1097.5,470.36,-219.16
CA-2015-113404,2015-Q3,West,Furniture,3,233.38,700.15,434.97,186.41,78.77
CA-2016-144792,2016-Q2,West,Furniture,7,15.98,111.89,62.66,26.85,22.38
CA-2014-164385,2014-Q3,East,Office Supplies,3,47.98,143.95,90.68,38.87,14.4
US-2016-114174,2016-Q3,East,Furniture,3,57.98,173.94,112.01,48.01,13.92
US-2016-114174,2016-Q3,East,Office Supplies,4,3.69,14.76,5.47,2.35,6.94
CA-2017-108070,2017-Q2,West,Office Supplies,4,51.48,205.92,142.7,61.16,2.06
CA-2017-108070,2017-Q2,West,Furniture,1,102.83,102.83,76.22,32.66,-6.05
US-2015-128090,2015-Q3,West,Office Supplies,1,2.3,2.3,1.43,0.61,0.26
US-2015-128090,2015-Q3,West,Technology,5,375.99,1879.96,1167.92,500.54,211.5
US-2015-128090,2015-Q3,West,Office Supplies,8,39.13,313.02,145.16,62.21,105.65
US-2015-128090,2015-Q3,West,Office Supplies,2,2.52,5.04,2.3,0.98,1.76
CA-2017-101042,2017-Q4,South,Furniture,6,136.98,821.88,425.73,182.46,213.69
CA-2017-101042,2017-Q4,South,Office Supplies,2,10.98,21.96,7.84,3.36,10.76
CA-2016-155439,2016-Q3,South,Office Supplies,4,6.48,25.92,9.44,4.04,12.44
CA-2016-118626,2016-Q3,South,Technology,7,100.79,705.54,444.49,190.5,70.55
CA-2015-111458,2015-Q3,East,Technology,2,25.0,50.0,26.6,11.4,12.0
US-2016-126844,2016-Q4,Central,Furniture,8,6.46,51.71,58.82,25.21,-32.32
US-2015-112508,2015-Q1,South,Office Supplies,2,3.5,6.99,4.53,1.94,0.52
CA-2015-147788,2015-Q2,West,Furniture,7,200.98,1406.86,886.32,379.85,140.69
CA-2015-147788,2015-Q2,West,Office Supplies,5,3.15,15.75,5.73,2.46,7.56
CA-2015-147788,2015-Q2,West,Office Supplies,2,161.55,323.1,183.2,78.51,61.39
CA-2015-144288,2015-Q4,South,Office Supplies,4,2.31,9.22,4.12,1.76,3.34
CA-2015-144288,2015-Q4,South,Office Supplies,2,5.18,10.37,4.72,2.02,3.63
CA-2015-110632,2015-Q1,East,Technology,1,15.02,15.02,8.62,3.7,2.7
CA-2015-110632,2015-Q1,East,Office Supplies,2,16.91,33.82,17.28,7.41,9.13
CA-2017-109589,2017-Q4,South,Technology,4,17.75,71.0,30.32,12.99,27.69
CA-2017-123967,2017-Q4,West,Office Supplies,5,5.02,25.12,12.09,5.18,7.85
CA-2017-123967,2017-Q4,West,Furniture,9,296.18,2665.62,1698.0,727.71,239.91
CA-2017-148929,2017-Q3,East,Office Supplies,8,59.76,478.08,240.95,103.27,133.86
CA-2017-134404,2017-Q4,East,Technology,2,82.2,164.39,140.01,60.0,-35.62
CA-2017-134404,2017-Q4,East,Office Supplies,4,3.31,13.25,6.73,2.88,3.64
CA-2017-109778,2017-Q3,Central,Office Supplies,2,1.46,2.91,1.4,0.6,0.91
CA-2016-155845,2016-Q3,Central,Technology,7,199.99,1399.94,943.21,404.23,52.5
CA-2017-145128,2017-Q3,Central,Furniture,5,105.29,526.45,346.4,148.46,31.59
CA-2014-129091,2014-Q4,South,Office Supplies,3,5.41,16.23,5.8,2.48,7.95
CA-2014-129091,2014-Q4,South,Office Supplies,5,63.98,319.9,114.2,48.95,156.75
CA-2014-129091,2014-Q4,South,Office Supplies,2,5.68,11.36,4.21,1.81,5.34
CA-2014-129091,2014-Q4,South,Office Supplies,3,225.04,675.12,269.37,115.45,290.3
US-2014-155502,2014-Q1,South,Furniture,3,20.94,62.82,22.43,9.61,30.78
US-2014-155502,2014-Q1,South,Office Supplies,8,61.24,489.92,342.94,146.98,0.0
US-2014-155502,2014-Q1,South,Office Supplies,3,6.48,19.44,7.08,3.03,9.33
US-2014-155502,2014-Q1,South,Office Supplies,2,8.34,16.68,5.84,2.5,8.34
US-2014-155502,2014-Q1,South,Technology,13,11.95,155.35,108.74,46.61,0.0
US-2014-155502,2014-Q1,South,Furniture,3,4.14,12.42,5.56,2.39,4.47
US-2014-155502,2014-Q1,South,Technology,2,93.99,187.98,94.74,40.61,52.63
CA-2015-121041,2015-Q4,Central,Office Supplies,2,3.3,6.61,3.12,1.34,2.15
CA-2017-131695,2017-Q2,East,Office Supplies,7,35.51,248.57,127.02,54.44,67.11
CA-2017-131695,2017-Q2,East,Furniture,1,22.23,22.23,8.71,3.74,9.78
CA-2016-137729,2016-Q2,West,Office Supplies,1,5.98,5.98,3.47,1.49,1.02
CA-2016-137729,2016-Q2,West,Technology,3,82.06,246.17,157.24,67.39,21.54
US-2016-115455,2016-Q3,Central,Furniture,2,7.07,14.14,15.34,6.57,-7.77
US-2016-115455,2016-Q3,Central,Furniture,3,200.49,601.47,631.55,270.66,-300.74
CA-2017-128300,2017-Q4,South,Technology,2,39.55,79.1,27.68,11.87,39.55
CA-2017-128300,2017-Q4,South,Office Supplies,8,40.98,327.84,119.34,51.14,157.36
CA-2017-149048,2017-Q2,Central,Office Supplies,2,90.48,180.96,69.67,29.86,81.43
CA-2017-149048,2017-Q2,Central,Office Supplies,3,304.99,914.97,352.26,150.97,411.74
CA-2017-149048,2017-Q2,Central,Technology,3,195.99,587.97,300.45,128.77,158.75
CA-2017-149048,2017-Q2,Central,Office Supplies,2,265.17,530.34,304.42,130.46,95.46
CA-2017-149048,2017-Q2,Central,Office Supplies,3,4.98,14.94,5.33,2.29,7.32
CA-2017-108553,2017-Q2,East,Office Supplies,2,60.97,121.94,60.61,25.97,35.36
CA-2017-108553,2017-Q2,East,Office Supplies,7,17.53,122.71,60.13,25.77,36.81
CA-2016-165848,2016-Q2,East,Office Supplies,3,4.98,14.94,5.54,2.38,7.02
CA-2016-165848,2016-Q2,East,Technology,3,449.95,1349.85,689.77,295.62,364.46
CA-2016-165848,2016-Q2,East,Furniture,1,136.78,136.78,92.16,39.49,5.13
CA-2016-165848,2016-Q2,East,Furniture,4,15.28,61.12,28.24,12.1,20.78
CA-2014-112718,2014-Q4,South,Office Supplies,1,1.17,1.17,1.42,0.61,-0.86
CA-2016-154053,2016-Q1,West,Office Supplies,1,16.99,16.99,8.44,3.62,4.93
CA-2014-127446,2014-Q4,Central,Technology,3,8.22,24.67,17.27,7.4,0.0
CA-2014-127446,2014-Q4,Central,Office Supplies,1,2.52,2.52,1.15,0.49,0.88
CA-2014-127446,2014-Q4,Central,Furniture,5,243.75,1218.73,938.42,402.18,-121.87
CA-2014-127446,2014-Q4,Central,Office Supplies,2,2.95,5.9,2.74,1.17,1.99
CA-2014-127446,2014-Q4,Central,Office Supplies,3,5.23,15.7,7.42,3.18,5.1
CA-2014-127446,2014-Q4,Central,Furniture,3,2.03,6.1,7.04,3.02,-3.96
CA-2016-137204,2016-Q2,West,Furniture,2,20.78,41.57,27.28,11.69,2.6
CA-2014-147298,2014-Q2,West,Furniture,3,76.76,230.28,145.07,62.18,23.03
CA-2014-147298,2014-Q2,West,Office Supplies,6,3.05,18.29,8.8,3.77,5.72
CA-2017-147942,2017-Q2,West,Office Supplies,2,2.89,5.78,2.14,0.92,2.72
CA-2017-147942,2017-Q2,West,Office Supplies,13,9.36,121.68,58.56,25.1,38.02
CA-2017-115931,2017-Q4,West,Office Supplies,3,1.39,4.17,2.16,0.93,1.08
CA-2017-115931,2017-Q4,West,Technology,4,16.76,67.04,42.24,18.1,6.7
CA-2017-115931,2017-Q4,West,Office Supplies,3,12.44,37.32,18.81,8.06,10.45
CA-2017-115931,2017-Q4,West,Office Supplies,5,3.69,18.45,6.85,2.93,8.67
CA-2014-164861,2014-Q4,Central,Office Supplies,4,6.48,25.92,9.44,4.04,12.44
CA-2017-127180,2017-Q4,East,Technology,4,2799.99,11199.97,5095.99,2183.99,3919.99
CA-2017-127180,2017-Q4,East,Technology,8,299.95,2399.6,1226.2,525.51,647.89
CA-2017-127180,2017-Q4,East,Office Supplies,5,12.78,63.9,24.6,10.54,28.76
CA-2017-127180,2017-Q4,East,Technology,1,52.99,52.99,36.72,15.74,0.53
US-2017-165344,2017-Q4,East,Technology,4,15.22,60.86,36.21,15.52,9.13
US-2017-165344,2017-Q4,East,Technology,7,93.29,653.0,1112.27,476.69,-935.96
US-2017-165344,2017-Q4,East,Office Supplies,10,1.12,11.22,13.09,5.61,-7.48
CA-2015-168186,2015-Q3,Central,Office Supplies,3,4.98,14.94,5.54,2.38,7.02
US-2017-110604,2017-Q2,West,Furniture,2,19.98,39.96,15.95,6.83,17.18
US-2017-110604,2017-Q2,West,Furniture,2,21.31,42.62,26.85,11.51,4.26
US-2017-110604,2017-Q2,West,Furniture,1,220.96,220.96,137.27,58.83,24.86
CA-2015-116750,2015-Q3,South,Furniture,2,2.46,4.93,2.93,1.26,0.74
CA-2015-116750,2015-Q3,South,Office Supplies,5,1.45,7.23,9.11,3.9,-5.78
CA-2015-162369,2015-Q3,West,Office Supplies,2,161.55,323.1,183.2,78.51,61.39
CA-2017-108441,2017-Q2,East,Office Supplies,4,4.76,19.04,6.8,2.91,9.33
CA-2017-108441,2017-Q2,East,Office Supplies,3,4.38,13.13,6.2,2.66,4.27
CA-2017-108441,2017-Q2,East,Office Supplies,3,21.38,64.14,33.22,14.24,16.68
CA-2017-108441,2017-Q2,East,Furniture,4,214.56,858.24,500.64,214.56,143.04
CA-2015-169740,2015-Q1,South,Technology,1,29.99,29.99,18.89,8.1,3.0
CA-2016-124051,2016-Q4,Central,Office Supplies,6,31.01,186.05,83.03,35.58,67.44
CA-2016-149111,2016-Q2,South,Technology,1,36.79,36.79,22.85,9.8,4.14
CA-2016-149111,2016-Q2,South,Furniture,8,2.33,18.62,8.63,3.7,6.29
CA-2014-131002,2014-Q3,Central,Furniture,3,19.23,57.69,23.83,10.21,23.65
CA-2014-131002,2014-Q3,Central,Office Supplies,3,14.27,42.81,15.88,6.81,20.12
CA-2014-131002,2014-Q3,Central,Office Supplies,2,6.48,12.96,4.72,2.02,6.22
CA-2014-131002,2014-Q3,Central,Furniture,6,136.98,821.88,425.73,182.46,213.69
CA-2014-131002,2014-Q3,Central,Technology,3,34.95,104.85,53.58,22.96,28.31
US-2016-146794,2016-Q3,West,Furniture,5,84.99,424.96,283.47,121.49,20.0
CA-2017-112515,2017-Q3,West,Office Supplies,3,3.59,10.78,5.1,2.18,3.5
CA-2017-112515,2017-Q3,West,Office Supplies,3,3.93,11.78,5.26,2.25,4.27
CA-2017-112515,2017-Q3,West,Office Supplies,3,54.96,164.88,58.86,25.23,80.79
CA-2017-112515,2017-Q3,West,Furniture,3,430.98,1292.94,850.75,364.61,77.58
CA-2017-112515,2017-Q3,West,Office Supplies,2,12.79,25.58,11.64,4.99,8.95
CA-2017-112515,2017-Q3,West,Office Supplies,2,130.87,261.74,137.41,58.89,65.44
CA-2017-112515,2017-Q3,West,Office Supplies,5,2.88,14.4,5.14,2.2,7.06
CA-2016-150343,2016-Q3,West,Office Supplies,3,3.62,10.86,4.03,1.73,5.1
CA-2015-135538,2015-Q4,West,Furniture,4,220.96,883.84,549.09,235.32,99.43
CA-2017-123372,2017-Q4,East,Technology,11,179.99,1979.89,1039.44,445.48,494.97
CA-2017-123372,2017-Q4,East,Office Supplies,2,39.98,79.96,30.79,13.19,35.98
CA-2017-159604,2017-Q2,Central,Office Supplies,2,4.38,8.76,3.19,1.37,4.2
CA-2016-164784,2016-Q2,South,Office Supplies,1,3.98,3.98,1.88,0.81,1.29
CA-2016-164784,2016-Q2,South,Furniture,3,123.54,370.62,358.88,153.81,-142.07
CA-2016-164784,2016-Q2,South,Office Supplies,2,1.37,2.74,3.32,1.43,-2.01
CA-2016-111794,2016-Q4,Central,Technology,3,26.5,79.51,41.05,17.59,20.87
CA-2016-111794,2016-Q4,Central,Office Supplies,1,28.35,28.35,13.15,5.63,9.57
US-2015-139759,2015-Q3,West,Furniture,1,40.78,40.78,25.33,10.86,4.59
US-2015-139759,2015-Q3,West,Office Supplies,4,26.49,105.96,53.4,22.89,29.67
CA-2014-126403,2014-Q3,East,Office Supplies,3,55.48,166.44,60.58,25.97,79.89
CA-2014-126403,2014-Q3,East,Furniture,6,130.98,785.88,401.58,172.11,212.19
CA-2014-126403,2014-Q3,East,Office Supplies,2,13.1,26.2,9.35,4.01,12.84
CA-2014-126403,2014-Q3,East,Office Supplies,5,265.17,1325.85,761.04,326.16,238.65
CA-2017-136875,2017-Q4,West,Office Supplies,3,55.48,166.44,60.58,25.97,79.89
